text,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,category,stance
يسعى علماء جامعه سوانسي ويلز لتطوير اول لقاح لكورونا الشريحه الذكيه ستستخدم اللاصقه الإبر الدقيقه لإعطاء لقاح كورونا ومراقبه فعاليته للمريض خلال تتبع الاستجابه المناعيه للجسم شريحه مو شريحه يامتعلمييين يابتوع المدارس,0,0,0,0,0,1,0,1,0,0,0,0,1
قائمه الممنوعين لقاح كورونا المصدر الوطن,0,0,0,0,0,1,0,1,0,0,0,0,0
اخذت لقاح كورونا وكنت بصور كتفي المبارك فنيلتي الفخمه حفاوه الاستقبال خلتني انسى التصوير,0,0,0,0,0,1,0,1,0,0,0,7,1
الصحه توقيع اتفاقيه تصنيع لقاح كورونا محليا خلال اسابيع والتصدير افريقيا كورونا,0,0,0,0,0,1,0,1,0,0,0,2,1
عاجل درجه فعاليه لقاح جونسون اند جونسون ضد كورونا جرعه واحده وصلت الى,0,0,1,0,0,1,0,1,0,0,0,0,1
عاجل خادم الحرمين الشريفين حفظه الله يتلقى الجرعه الأولى لقاح كورونا كورونا واس,0,0,1,0,0,1,1,1,0,0,0,0,1
محمد بن زايد بجهود فخرالإمارات الأبيض نجحنا بتقديم اكثر مليون الف جرعه لقاح الى المواطنين والمقيمين الدوله يؤكد نجاح سير عمليه التطعيم ضدكورونا نشكر القائمين عليها ونقدر جهودهم بتكاتف الجميع سنصل الى المعدلات المستهدفةسريعا ونمضي الى طريق التعافي الكامل بعون الله,0,0,0,0,0,1,0,1,0,0,1,0,1
الدكتور عادل سعيد سجواني اللقاح الصيني المستخدم عندنا الدوله لقاح شركه سينوفارم وفعاليته ممتازه الثمانين بالمائه وليس لقاح سينوفاك,0,0,0,0,0,0,0,1,1,0,0,0,1
السيد رجب طيب اردوغان رئيس جمهوريه تركيا اخذ لقاح كورونا ويدعوا الشعب لأخذ اللقاح اللهم احمي تركيا شعبا ورئيسا واحفظ الأمه الاسلاميه والمسلمين,0,0,0,0,0,1,0,1,0,0,0,1,1
اوافق عوده ابنائي للمدارس بدون تطعيم الطاقم التعليمي,0,0,0,0,0,0,0,0,0,0,1,9,1
بنادم كيضرب خبزه عامره كفته دراهم معمرو سول مصدر الكفته ودابه جاي كيسول مصدر لقاح,0,0,0,0,0,0,0,1,0,0,0,8,0
السيسي يبيع لقاح كورونا للمصريين الوقت تقوم دول العالم بتوزيعه شعوبها بالمجان,0,0,0,0,0,1,0,1,0,0,0,2,1
خادم الحرمين الشريفين حفظه الله يتلقى الجرعه الأولى لقاح كورونا كورونا الله يحفظك ويديم الصحه والعافيه,0,0,0,0,0,1,1,1,0,0,0,1,1
ساعه الجرعه الأولى لقاح فايزر زال الألم الطفيف بموضع الحقنه توجد اي اعراض بتاتا مارست رياضه صباحيه بلا مشاكل اطلاقا الامور بخير متابعات محمد قرشي لكورونا,0,0,0,0,0,1,0,1,1,0,0,7,1
فلسطين اول دوله بالشرق الأوسط توافق استخدام لقاح سبوتنيك الروسي,0,0,0,0,0,0,0,1,1,0,0,0,1
حفظ الله سيدي خادم الحرمين الشريفين ورعاه الملك يتلقى لقاح كورونا,0,0,0,0,0,1,1,1,0,0,0,1,1
عاجل بايدن تلقي الجرعه الثانيه لقاح فايزر يجب جلب قاموا بأعمال الشغب الى العداله,0,0,1,0,0,0,0,1,1,0,0,1,1
الجرعه الثانيه لقاح كورونا تم بحمد الله الله يعزك ياوطن عز وفخر للأبد,0,0,0,0,0,1,0,1,0,0,0,7,1
وزاره الصحه اكثر الف شخص تلقوا لقاح كورونا المملكه,0,0,0,1,0,1,0,1,0,0,0,0,1
مين سمح للجاحد يأخذ لقاح ارض البدو الي يعرفوا يسوقوا طياره المسؤول اطلع مدى حقد الامصاري وطننا,0,0,0,0,0,0,0,1,0,0,0,0,0
المستشفيات الجامعيه تبدأ التسجيل الإلكترونى للحصول لقاح كورونا فى اليوم,0,0,0,0,0,1,0,1,0,0,0,2,1
اطلاق لقاح كورونا جونسون اند جونسون بفعاليه المقبل,0,0,0,0,0,1,0,1,0,0,0,0,1
الجزائر وصول الجرعات الأولى لقاح الأنجلو سويدي الى الجزائر,0,0,0,0,0,0,0,1,0,0,0,0,1
تعبنا الهجاء وتعبنا الرثاء نحتاج الى ضوء للخروج النفق نحتاج الى قطره لقاح تساعدنا التصدي لفيروسات الذعر والموت المحدقه بالعالم ولم يخذلنا العلماء وها يعدون اللقاحات بسرعه قياسيه,0,0,0,0,0,0,0,1,0,0,0,0,1
هيئه الأدويه الأوروبيه تبحث اعتماد لقاح استرازينكا اكسفورد المضاد لكورونا الأسبوع المقبل,0,0,0,0,0,1,0,1,0,0,0,0,1
عاجل الدكتوره هاله زايد وزيره الصحه اقتربنا توقيع عقد شراكه احدي الشركات العالميه لتصنيع لقاح كورونا بمصر ونهدف ان تكون مصر مصدر اللقاح لدول افريقيا وقامت الوزاره بتنفيذ مجمع للقاحات والأمصال بمنطقه حلوان علي مساحه الآلاف متر مربع لعدد ثلاجه تخزين,0,0,1,0,0,1,0,1,0,0,0,2,1
الفنانه نهال عنبر ادعم مبادره صندوق تحيا مصر لتوفير لقاح كورونا للفئات المستحقه مسئوليتي صدى البلد,0,0,0,0,0,1,0,1,0,0,0,0,1
بعفويته المعتاده صاحب السمو الملكي الأمير مقرن بن عبدالعزيز يتحدث تلقيه لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,1,1
وأقسم بالله الأحد رفع السماء بلا عمد يلد ولم يولد ولم يكن كفوا احد ان تنفعكم لقاحاتكم ضد فايروسات العذاب المسو الكتاب بقياده الله رب ورب فاعبدوه وحده شريك الإمام المهدي ناصر محمد اليماني جمادى الأولى لقاح امن,0,0,0,0,0,0,0,1,0,1,0,7,1
سي عربي لقاح كورونا استقاله رئيس اركان الجيش اسبانيا الإسباني تخطيه دوره عبر تطبيق نبض,0,0,0,0,0,1,0,1,0,0,0,0,0
شاهد الرئيس التركي رجب طيب اردوغان يتلقى الجرعه الأولى اللقاح كورونا لقاح رئيس تركيا اردوغان,0,0,0,0,0,1,1,1,0,0,0,1,1
سيدي ومليكي خادم الحرمين الشريفين يتلقى لقاح كورنا الملك سلمان البدايه استشعر اهميه مواجهه جائحه كورونا عالميا ودعى الى اجتماع طارئ لمجموعه العشرين واتخذ قرارات شجاعه انقذت العالم فيروس دم العالم الملك يتلقى لقاح كورونا سلامتك ابوفهد,0,0,0,0,0,1,1,1,0,0,0,1,1
حمد حسن وقع العقد النهائي شركه فايرز لتأمين اكثر مليوني ومئه الف لقاح تصل تدريجا بدءا بدايه شهر,0,0,0,0,0,0,0,1,0,0,0,2,1
حافظ صحتك وصحه حولك اخذ لقاح كورنا بادر بالحصول تعود الحياه كانت,0,0,0,0,0,0,0,1,0,0,0,5,1
سؤال ليش الكل خايف تطعيم بده ياخذه,0,0,0,0,0,0,0,0,0,0,1,0,1
وينو الفنان يلي غنى ليله راس السنه وراح اخد لقاح برا وينو اللبناني الجغل السهير يلي راسو بيحملو وينو اللبناني الحربوق يلي بقلك فش كورونا هيدي مؤامره الله يسامح حدا وصلنا لهون رجل الله الميدان جمعيه الرساله للإسعاف الصحي,0,0,0,0,0,1,0,1,0,0,0,1,1
افضل لقاح خروج امريكا وليس علاجها نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,0,1
سيف الظاهري الإمارات احتلت المرتبه الأولى عالميا توزيع الجرعات اليوميه خلال السبعه ايام الماضيه بمعدل جرعه لكل شخص والمرتبه الخامسه مستوى العالم توفر جرعات لقاح كورونا وندعو افراد المجتمع كافه لتلقي اللقاح عميد الامارات,0,0,0,0,0,1,0,1,0,0,0,2,1
دراسه الدول الغنيه تخسر تريليون ان اهملت تطعيم الشعوب الأفقر,0,0,0,0,0,0,0,0,0,0,1,0,1
الامارات تعلن تطعيم اكثر مليونى شخص لقاح كورونا كورونا,0,0,0,0,0,1,0,1,0,0,1,0,1
وزاره الصحه تفيد انه سيتم اعطاء الانطلاقه الرسميه لعمليه التلقيح الوطنيه للتحصين ضد مرض كورونا خلال الأسبوع المقبل المغرب لقاح حمله كورونا فيروس صحه,0,0,0,1,0,1,0,1,0,0,0,2,1
يستهدف الأسواق الناميه دبي تشكل تحالفا لتوزيع مليار لقاح مضاد كورونا,0,0,0,0,0,1,0,1,0,0,0,2,1
الصحه تعلن استمرار اعاده جدوله مواعيد جرعات لقاح كورونا كورونا المراجع الطبيه والعلميه يمكن ان يكون اخذ الجرعه الثانيه اسابيع الجرعه الاولى الشركه الصانعه للقاح التزمت بالتوريد ابتداء منتصف الشهر الميلادي القادم,0,0,0,0,0,1,0,1,0,0,0,0,1
العراق يحتاج الى تطعيم ضد ايران ومقدساتها وامراضها النفسيه,0,0,0,0,0,0,0,0,0,0,1,8,0
الأرجنتين تتفق روسيا شراء مليون جرعه لقاح سبوتنيك,0,0,0,0,0,0,0,1,1,0,0,0,1
للتو اخذت الجرعه الثانيه لقاح كورونا شكر للأخوه والأخوات وزاره الصحه,0,0,0,1,0,1,0,1,0,0,0,7,1
طريقه الشفاء كورونا مدى الحياه فلن يكشفه عنهم لقاح فايزر لقاح مسلم وكافر واعلموا اليقين ان عذاب الله الكتاب سواء الأدنى او الأكبر تكشفه الأسباب كانت فأخيرا تتقطع الأسباب الا التضرع والدعاء الى الله وحده شريك ربي وربكم,0,0,0,0,0,1,0,1,1,0,0,0,1
الجزائر ستتقاسم معنا لقاح كورونا شاهد تصريحا لوزير الخارجيه التونسي يثير تفاعلا واسعا,0,0,0,0,0,1,0,1,0,0,0,0,1
ماز لت اؤ بنظريه الحر البيلو جيه فى انتشا وباء كورونا وكلما ظهر لقاح غيروا السلا ولذلك ستكون الكمامه هى خط الدفاع الرئيسى ضد الحرب الذى تقوده اكبر دول اقتصاديه ضد بعضها,0,0,0,0,0,1,0,1,0,0,0,0,0
سلامااات جواز صحي كلن حر بجسمه اللي يبي اللقاح بكيفه الي مايبي كمان بكيفه جسمي وانا حره بأي حق تتوقف حياتي عشان لقاح,0,0,0,0,0,0,0,1,0,0,0,7,-1
عاجل منظمه الصحه العالميه تتفق شركه فايزر تزويدها مليون جرعه لقاح كورونا لتقديمها للدول الناميه صحيفه الراي الأردن كورونا,0,0,1,0,0,1,0,1,1,0,0,0,1
الصحه العالميه نشر لانسيت نتائج لقاح سبوتنيك خبر سار للجميع,0,0,0,0,0,0,0,1,1,0,0,0,1
كورونا مليون لقاح صيني الإمارات للحريري خبر جيد السؤال اه لقاء اتعاب دليفري الرسائل حملها مؤخرا اما رسائل الى الداخل اللبناني وخاصه لرئيس الجمهوريه تسهيل عمل الحريري يحمل معه الكثير المساعدات انا بقول تنان هيك,0,0,0,0,0,1,0,1,0,0,0,2,1
الدوري وليد الفيصل يتلقى الجرعه الأولى لقاح كورونا كورونا قناه,0,0,0,0,0,1,1,1,0,0,0,1,1
عاجل اردوغان يعلن زياده جرعات لقاح كورونا تركيا بمقدار مليون جرعه,0,0,1,0,0,1,0,1,0,0,0,2,1
وزاره الصحه لقاح فايزر يصل الى العراق مطلع الشهر المقبل لقاح كورونا,0,0,0,1,0,1,0,1,1,0,0,0,1
بايدن يضع خططاجريئه لتسريع تلقيح الشعب الأميركي وفتح البلاد بالاضافه لتطعيم مليون يوم يعلن بايدن طلب مليون لقاح اضافي لتوفير كميات كافيه لتلقيح الشعب الأميركي مليون نهايه الصيف القادم اخي تحس بايدن رجل دوله ويتحدث بثقه خبره بعكس الخبال الخاسر,0,0,0,0,0,0,0,1,0,0,1,2,1
اقبال جيد تلقي لقاح كورونا الكرك مدير الشؤون الصحيه المحافظه ايمن الطراونه الأردن حكايه عام المملكه,0,0,0,0,0,1,0,1,0,0,0,0,1
دول ادوني كورونا مش لقاح ضحكوا علي البريطانييين,0,0,0,0,0,1,0,1,0,0,0,7,-1
الأغلبيه العظمى الأطباء يرفضون تلقيه جدل حول لقاح كورونا الصيني طرحه للمواطنين بمقابل مادي,0,0,0,0,1,1,0,1,0,0,0,0,-1
يبدو ان السياسيين بيسرقوا الدوله وبيخربوا حياتنا بخلافاتهم المحاصصه والمصارف تنهب ودائع الناس ومدخراتهم البسيطه وتميتهم جوعا وهي تعيد ودائعهم القليله بالتقسيط الممل وبربع قيمتها وبالآخر الناس بينسوا مظلومياتهم وبينشغلوا بالهجوم فنان لأنه نشر صوره عم ياخد لقاح,0,0,0,0,0,0,0,1,0,0,0,1,1
خالد السعيد لقاح فايزر المتداول فى الكويت يحمي سلاله كورونا الجديده اعراض اللقاح تختلف شخص الى شخص بحسب استعداده,0,0,0,0,0,1,0,1,1,0,0,0,1
الدعوه لرجال الاعمال السياسيين الميسورين الهيئات الاقتصاديه المصارف التجار الجامعات الجمعيات الى تجاوز بيرقراطيه الدوله تأمين لقاح للبنانيين بإشراف اطباء ممرضين معنيين,0,0,0,0,0,0,0,1,0,0,0,0,1
وزير التعليم يلتقي الفريق العلمي بجامعه الإمام عبدالرحمن بن فيصل انهى التجارب السريريه لإنتاج لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
البيرت بورلا الرئيس التنفيذي لشركه فايزر فايزر يأخذ لقاح شركته يقول ان عمره سنه بصحه جيده رجال الخطوط الأماميه لذلك فهو فئه وص بتطعيمها حاليا,0,0,0,0,0,0,0,1,1,0,1,0,-1
البعض يصور نفسه او يتحدث انه اخذ لقاح يشعرنا انه مسوي انجاز,0,0,0,0,0,0,0,1,0,0,0,9,0
الشروق حسين الجسمي حصوله لقاح كورونا فخر بانتمائي لهذا الوطن حسين الجسمى لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,5,1
اللي فيكم اخذ لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,7,0
الس الفلسطينيه تشتم دول الخليج تطلب الأموال منهم تشتم اسرائيل تطلب لقاح كورونا منهم,0,0,0,0,0,1,0,1,0,0,0,9,0
حياء وجهها وطنيه تمتلكها تشتمنا وتشكك لقاح كورونا الموجود وطنها ومع يسمح بالدخول الى بلادنا وهي تاريخ اسود معه يكون وطني لامثال المتلونين والا بتقول نشر شتم للسعوديه كذب وفوتو شوب والسؤال جايه كفاله احد معين,0,0,0,0,0,1,0,1,0,0,0,7,0
الحمدلله تلق يت اليوم الجرعه الأولى لقاح كورونا والحمد لله نعمه السعوديه والحمد لله وجود قياده الأول الإنسان وطننا وشعبنا شامخ وفي القمه دائما بفكر وحكمه ودعم قيادتنا وكل فخر بانتمائي لهذا الوطن ارفع راسك انت سعودي كلام فاخر لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,7,1
عاجل لجنه الأوبئه الحوامل والمرضعات يخططن للحمل يستثنين اخذ مطعوم كورونا صحيفه الراي,0,0,1,0,0,1,0,0,0,0,0,0,0
سلامه قلبه المراقب الصحي اذا كورن شو نعمل المراقبين ماخذين مطعوم طيب اذا المراقب غاب مين يحل محله يعني نحكي الوزير مره غاب موظفه بقول,0,0,0,0,0,0,0,0,0,0,0,0,1
عندما هوي البرجين اعلنت امريكا مقتل مايقارب شخص تواجدوا المبنيين وعليه شنت حرب هوجاء احرقت الأخضر واليابس وغيرت خرائط دول كورونا يقتل بصمت امريكي ساعه ولم يوقفه لقاح او يعززه الفيروس البريطاني المتحول يعلم جنود ربك الا امازال شك سقوطها,0,0,0,0,0,1,0,1,0,0,0,0,0
نكتسب الحمايه لقاح كورونا اول جرعه ام الثانيه ام اسابيع منهما نصيحه للجميع ترفسوا النعمه واشكروا الله نعمه الخير مكنت الدوله توفير اللقاح مجانا للجميع وصول دفعه جديده اللقاح اليوم باب التسجيل مفتوح الله يحميكم يكافيكم الشر,0,0,0,0,0,1,0,1,0,0,0,5,1
عاجل السيده فيروز اخدت لقاح كورونا,0,0,1,0,0,1,0,1,0,0,0,1,1
النرويج ترجح ان اثار لقاح كورونا الجانبيه وراء الوفيات الأخيره تلفزيون سوريا,0,0,0,0,0,1,0,1,0,0,0,0,-1
الرئيس اردوغان يتلق لقاح كورونا المشفى ضمن حمله لتشجيع اخذ اللقاح ركزوا انه للمشفى ولم يطلب ايصال اللقاح اليه,0,0,0,0,0,1,0,1,0,0,0,1,1
عاجل الصور الأولى لأطباء عزل ابو خليفه تلقي لقاح كورونا الصيني تحدي الكمامه,0,0,1,0,0,1,0,1,0,0,0,0,1
وأشهد لله ان بعوضه واحده فقط تزال تخوض حربها العالمي ضد الكافرين بالقرآن العظيم وأعداء القرآن العظيم وضد الم سلمين الم عرضين كر رب القرآن العظيم الإمام ناصر محمد اليماني الحجه لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,8,0
لضرب الثقه لقاح كورونا تحقيقات تكشف المؤامره سكاي اخبار,0,0,0,0,0,1,0,1,0,0,0,0,1
توسيع مراكز التطعيم انحاء الدوله بضم عدد كبير المستشفيات الخاصه الف تطعيم اليوم كنا نراه انجاز يبدو اننا الطريق الى الوصول لأكثر الف اليوم الأرقام تتحصل فراغ انما دليل حكومه همها الوحيد مصلحه الوطن الشكر يوفيكم حقكم,0,0,0,0,0,0,0,0,0,0,1,7,1
البدء تطعيم المعلمين والمعلمات المواعيد المحدده,0,0,0,0,0,0,0,0,0,0,1,2,1
تنظيم جبار خدمه راقيه تعامل احترافي سلاسه العمل شيء يبهج الصدر ويشعرك بالفخر شكرا حكومتنا وشكرا معالي وزير الصحه وكافه الطواقم المشاركه لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,7,1
رئيس حكومه يفتتح مركز تطعيم ووزير يفتتح مخرج طريق ووزير يفتتح مكتب خدمه مواطن ووزير يفتتح جبره خضره ووزير يحتفل ببرنامج حاسوب عندكم شغل,0,0,0,0,0,0,0,0,0,0,1,8,0
ㅤ عاجل انتاج اول لقاح سعودي ضد فايروس كورونا وسيدخل مرحله التجارب السريريه الأيام المقبله ابتكار الدكتوره ايمان المنصور وطاقم بحثي جامعه الإمام عبدالرحمن بن فيصل ㅤ,0,0,1,0,0,1,0,1,0,0,0,0,1
مواطنه بريطانيه تحكي انطباعها اخذ لقاح كورونا انا شفت بنفسي شي يدعو للفخر,0,0,0,0,0,1,0,1,0,0,0,7,1
اصلا انا طول عمري بقول صوتك سني بيطلعلي لقاح,0,0,0,0,0,0,0,1,0,0,0,8,0
الأطباء الحصول لقاح كورونا لايعني التخلي الاجراءات الوقائيه ارتداء الكمامه وغسل اليدين والتباعد الاجتماعي موضوع مهم يجهله كثيرون ويصرون عدم الالتزام نرجو التأكيد المسأله حملات توازي حمله التشجيع اخذ اللقاح,0,0,0,0,0,1,0,1,0,0,0,0,1
متحدث الصحه المشككون لقاح كورونا كانوا ينشرون خلطات علاج الفيروس بدايه الجائحه وسنراهم قريبا يقفون صفوف الانتظار لتلقيه,0,0,0,0,0,1,0,1,0,0,0,7,1
لقاح كورونا واصل شي كتير منيح لقاح الجحشنه ايمتا بيوصل دخلكن كترو كتير,0,0,0,0,0,1,0,1,0,0,0,0,1
اردوغان وصلنا ملايين جرعه لقاح لكورونا الصين كمرحله اولى وسيصل العدد الى مليون,0,0,0,0,0,1,0,1,0,0,0,0,1
الاتحاد الأوروبي يوافق لقاح استرازينيكا المضاد لكورونا,0,0,0,0,0,1,0,1,1,0,0,2,1
اول اشتباك لطيف الصحافه وبايدن صحفي يسأل حددت هدف مليون جرعه تطعيم مرتفع الكفايه يجب ان تضع حد اعلى بالفعل قريبين رقم مليون تطعيم بايدن عندما اعلنت قلتم جميعا انه ممكن مليون جرعه بدايه ممتازه,0,0,0,0,0,0,0,0,0,0,1,0,1
الملك يتلقي لقاح كورونا حفظ الله قائد الأمه وكبيرها وحكيمها سيدي خادم الحرمين الشريفين الملك سلمان بن عبد العزيز ومتعه الله بالصحه والعافيه يارب العالمين,0,0,0,0,0,1,0,1,0,0,0,1,1
بدأوا بأنفسهم نطمئن القاده والقدوه الله يحفظكم الملك يتلقى لقاح كورونا محمد بن سلمان,0,0,0,0,0,1,1,1,0,0,0,1,1
بايدن يتلقى الجرعه الثانيه لقاح كورونا,0,0,0,0,0,1,1,1,0,0,0,1,1
هيئه الشراء الموحد التابعه للحكومه تعلن التعاقد شراء مليون جرعه لقاح اكسفورد البريطاني المخصص للوقايه كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
لقاح كورونا ايراني يحصل ترخيص الاختبار السريري,0,0,0,0,0,1,0,1,0,0,0,0,1
الأكثر مشاهده مشهد عظيم ومشرف ومؤثر جدا لدكتوره سعوديه تعطي والدها الجرعه الثانيه لقاح كورونا ولحظه فرح كبيره والدها الفخور جدا بنات الوطن نعتز ونفخر,0,0,0,0,0,1,0,1,0,0,0,7,1
صاحب السمو الملكي الأمير بندر بن سلطان بن عبدالعزيز يتلقى لقاح كورونا برنامج ياهلا روتانا خليجيه,0,0,0,0,0,1,1,1,0,0,0,1,1
فيديو الأمير مقرن بن عبدالعزيز يتحدث الإخباريه تلقيه لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,1,1
استشاري الأمراض المعديه والفيروسيه اسامه العنزي نر حمله توعيه قويه دول الخليج بهدف تشجيع المواطنين اخذ لقاح كورونا خليج العرب,0,0,0,0,0,1,0,1,0,0,0,7,1
عاجل وزير الصحه اليوم تلقى خادم الحرمين الشريفين اللقاح حرصا سلمه الله الوقايه الفيروس وهذه المبادره حفظه الله تأكيد ان سياسه المملكه تكمن الوقايه دائما العلاج الملك يتلقى لقاح كورونا,0,0,1,0,0,1,1,1,0,0,0,1,1
عاجل خادم الحرمين الشريفين حفظه الله يتلقى الجرعه الأولى لقاح كورونا كورونا الله يحفظك يبوفهد والله يحميك مرض وكل شريارب,0,0,1,0,0,1,1,1,0,0,0,1,1
استراليا تعتمد استخدام لقاح فايزر وتؤكد استوفى معايير صارمه,0,0,0,0,0,0,0,1,1,0,0,0,1
مخلوق ضعيف جدا يحارب عنك سنه لقاح الانفلونزا الموسميه جديد برنامج سلامتك,0,0,0,0,0,0,0,1,0,0,0,7,0
الإمارات تعلن تطعيم اكثر مليوني شخص بلقاح كورونا,0,0,0,0,0,1,0,1,0,0,1,2,1
جامعه سعوديه تعلن التوصل الى لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
شركه فايزر تقلل مؤقت عمليات تسليم لقاح كورونا اوروبا الشركه قالت ان التأخير سيؤثر مؤقت الشحنات اواخر الى اوائل الا انه سيوفر زياده كبيره الجرعات المتاحه اواخر ومارس,0,0,0,0,0,1,0,1,1,0,0,0,1
الدوله ملأت بلادنا باليورانيوم نريد لقاحا لقاح الولايات المتوحشه الامريكيه مرفوض نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,0,1
الشيعه بإيران صنعوا لقاح ضد كورونا قادر مقاومه السلاله الجديده الأكثر فتكا هيدا الإنجاز بيتحقق بإعتقادنا الإسلامي بدون بركه الدعاء والتضر لرب العالمين خلال عنايه امام الزمان محمد بن الحسن المهدي المنتظر عجل الله فرجه قل يعبؤ ربي دعاؤكم,0,0,0,0,0,1,0,1,0,0,0,0,1
لبنان اخبار وفاه مواطنا تلقوا لقاح فايروس كورونا فايزر النرويج ترجح ان سبب الوفاه اللقاح وهكذا يقتل الكثير باسم كورونا اللقاح قاتل,1,1,0,0,0,1,0,1,1,0,0,0,-1
كاراكاس تعلن الاتفاق موسكو انتاج لقاح سبوتنيك فنزويلا,0,0,0,0,0,0,0,1,1,0,0,0,1
لقاح موديرنا فعال ضد كورونا المتحور ظهر بريطانيا ولكنه اضعاف اقل فعاليه ضد الفيروس المتحور ظهر جنوب افريقيا تعمل الشركه تطوير نسخه معدله اللقاح تستهدف يمكن استخدامها كجرعه تنشيطيه الحاجه,0,0,0,0,0,1,0,1,1,0,0,0,1
الهند سيصن السنه اكثر مليار لقاح ضد كورونا وفقا لبروتوكول استرازينيكا لماذا تعمل المصانع اللبنانيه للدواء تصنيع لقاحات القطاعات تتأث نسبيا بالأزمه,0,0,0,0,0,1,0,1,1,0,0,0,1
اندونيسيا تبدأ حمله التطعيم ضد كورونا بلقاح صيني,0,0,0,0,0,1,0,1,0,0,1,2,1
الأنباء الجيده ان لقاح فايزر اثبت فعاليته ضد الفيروس المتحور دراسه النشر وكذلك مزاعم شركه موديرنا ان للقاح تصنعه الشركه تستمر فعاليته لعامين لقاح موديرنا الأعلى سعر اللقاحات,0,0,0,0,0,0,0,1,1,0,0,0,1
محمد بن زايد الإمارات قدمت اكثر مليون الف جرعه لقاح للمواطنين والمقيمين,0,0,0,0,0,0,0,1,0,0,0,2,1
شو قصه اللقاح اولويه للسياسيين بلبنان مبارح كتبت مقال اولويه الاعلاميين وذكرت انو الاعلاميين محددين كأولويه بحسب معايير منظمه الصحه العالميه العنوان هيك اولويه لقاح كورونا للجسم الطبي والاعلاميين والسياسيين,0,0,0,0,0,1,0,1,0,0,0,0,1
تعتزم الصين التبرع الف جرعه لقاح الفلبين تحسن العلاقات البلدين بينما تتعاونان مكافحه كورونا تتعهد الصين بتسريع الاستثمار البنيه التحتيه للدوله الواقعه جنوب شرق اسيا بحسب وكاله بلومبيرغ للأنباء,0,0,0,0,0,1,0,1,0,0,0,0,1
اسبانيا استقال قائد اركان الجيش بسبب فضيحه تلقيه جرعه لقاح كورونا الاسلاك الطبيه وبالمحاباه لبلاد القائد الأعلى للقوات المسلحه يعالج خارج الوطن اشهر انها اسبانيا فرانكو الديكتاتوريه عندما تحولت الى الحكم المدني المبني احترام الشعب وفصل السلطات,0,0,0,0,0,1,0,1,0,0,0,0,0
اقتراح للمسؤولين الرسميين والمعنيين لنعتمد طريقه مجديه وسهله التنفيذ للمساهمه ثمن لقاح كورونا بحيث يدفع فرد او فريق قادر ثمن او او لقاحات حال تلقيه اللقاح يمكن لوزاره الصحه الشروع بهذه الآليه عبر المستشفيات والمراكز المولجه بالتلقيح وهناك طريقه لتنظيم لبنان,0,0,0,1,0,1,0,1,0,0,0,2,1
امريكا تريد سد عجز ازمتها الماليه الخانقه ببيع اللقاحات يثبت لحد الان فاعليتها نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,7,1
فكره عادي ايران كدوله مصن عه ترفض تستورد لقاح اميركي ليش هلقد مفعوصين,0,0,0,0,1,0,0,1,0,0,0,7,-1
حفظ الله خادم الحرمين الشريفين سوء وأدام الله الصحه والعافيه الملك يتلقي لقاح كورونا سلامتك ابوفهد,0,0,0,0,0,1,0,1,0,0,0,1,1
رئيس مجلس اداره تجمع المدينه المنوره الصحي يتلقى الجرعه الأولى لقاح كورونا كورونا المدينه المنوره لقاح كورونا,0,0,0,0,0,1,1,1,0,0,0,1,1
وسائل اعلام روسيه تكشف دوله عربيه بصدد تسجيل لقاح سبوتنيك عاجل,0,0,1,0,0,0,0,1,1,0,0,2,1
عاجل مسؤوله بالصحه العالميه اعتماد اكثر لقاح ضد كورونا بنهايه الشهر الجاري,0,0,1,0,0,1,0,1,0,0,0,0,1
صندوق تحيا مصر مليار تكلفه لقاح كورونا للأسر المستحقه,0,0,0,0,0,1,0,1,0,0,0,2,1
النقابه العامه للأطباء مصر تنعى ثلاثه كوادرها الطبيه اثر اصابتهم بكورونا وارتفاع وفيات الأطباء الى طبيبا ومستشار السيسي للشؤون الصحيه يؤكد بدء تطعيم المصريين بلقاح كورونا اواخر شهر عقب توافر الجرعه الثانيه,0,0,0,0,0,1,0,1,0,0,1,0,1
الاتحاد الأوربي يطالب شركه استرازينيكا باحترام جدول تسليم لقاح كورونا لتخطي الحجب للمزيد,0,0,0,0,0,1,0,1,1,0,0,0,1
القناه العبريه ليبرمان وزاره الصحه تخفي الجمهور ان مئات الإسرائيليين اصيبوا تلقي الجرعه الثانيه لقاح كورونا,0,0,0,1,0,1,0,1,0,0,0,2,1
اخذ لقاح كورونا سيحولكم الى شواذ,0,0,0,0,0,1,0,1,0,0,0,0,-1
